"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"685",14,"Quintin Morris",JAC,"TE143","7","-","-","3 out of 5 stars","-"
"686",14,"Zach Horton",DET,"TE144","6","-","-","3 out of 5 stars","-"
"687",14,"Rivaldo Fairweather",ARI,"TE145","14","-","-","2 out of 5 stars","-"
"688",14,"Corey Kiner",ARI,"RB168","14","-","-","2 out of 5 stars","-"
"689",14,"Jamal Haynes",CIN,"RB169","6","-","-","2 out of 5 stars","-"
"690",14,"Dante Pettis",BUF,"WR241","7","-","-","4 out of 5 stars","-"
"691",14,"Shedrick Jackson",LV,"WR242","13","-","-","2 out of 5 stars","-"
"692",14,"Princeton Fant",DAL,"TE146","14","-","-","2 out of 5 stars","-"
"693",14,"E.J. Jenkins",PHI,"TE147","10","-","-","4 out of 5 stars","-"
"694",14,"B.T. Potter",TB,"K40","10","-","-","3 out of 5 stars","-"
"695",14,"Deven Thompkins",LV,"WR243","13","-","-","2 out of 5 stars","-"
"696",14,"Jack Westover",NE,"TE148","11","-","-","4 out of 5 stars","-"
"697",14,"Taysom Hill",FA,"TE149","-","-","-","-","-"
"698",14,"Lance Mason",PIT,"TE150","9","-","-","2 out of 5 stars","-"
"699",14,"Tanner Arkin",NE,"TE151","11","-","-","4 out of 5 stars","-"
"700",14,"Dean Connors",LAR,"RB170","11","-","-","5 out of 5 stars","-"
"701",14,"Kenny Fletcher Jr.",TB,"TE152","10","-","-","2 out of 5 stars","-"
"702",14,"Will Dissly",FA,"TE153","-","-","-","-","-"
"703",14,"Dylan Drummond",ATL,"WR244","11","-","-","3 out of 5 stars","-"
"704",14,"Lake McRee",PIT,"TE154","9","-","-","2 out of 5 stars","-"
"705",14,"Cam Grandy",CIN,"TE155","6","-","-","3 out of 5 stars","-"
"706",14,"DJ Rogers",DAL,"TE156","14","-","-","2 out of 5 stars","-"
"707",14,"Tylan Wallace",CLE,"WR245","11","-","-","3 out of 5 stars","-"
"708",14,"James Mitchell",CAR,"TE157","5","-","-","2 out of 5 stars","-"
"709",14,"Chris Moore",BAL,"WR246","13","-","-","4 out of 5 stars","-"
"710",14,"Nick Kallerup",SEA,"TE158","11","-","-","3 out of 5 stars","-"
"711",14,"Tay Martin",DET,"WR247","6","-","-","4 out of 5 stars","-"
"712",14,"Shane Zylstra",BUF,"TE159","7","-","-","3 out of 5 stars","-"
"713",14,"Tom Kennedy",DET,"WR248","6","-","-","4 out of 5 stars","-"
"714",14,"Chase Curtis",NYJ,"TE160","13","-","-","4 out of 5 stars","-"
"715",14,"Quentin Moore",WAS,"TE161","7","-","-","1 out of 5 stars","-"
"716",14,"Zaire Mitchell-Paden",NO,"TE162","8","-","-","2 out of 5 stars","-"
"717",14,"LaJohntay Wester",BAL,"WR249","13","-","-","4 out of 5 stars","-"
"718",14,"Xavier Weaver",ARI,"WR250","14","-","-","2 out of 5 stars","-"
"719",14,"Jalin Hyatt",NYG,"WR251","8","-","-","4 out of 5 stars","-"
"720",14,"Zay Jones",HOU,"WR252","8","-","-","3 out of 5 stars","-"
"721",14,"Patrick Herbert",JAC,"TE163","7","-","-","3 out of 5 stars","-"
"722",14,"Thomas Fidone II",NYG,"TE164","8","-","-","3 out of 5 stars","-"
"723",14,"Braxton Berrios",NYG,"WR253","8","-","-","4 out of 5 stars","-"
"724",14,"KhaDarel Hodge",SF,"WR254","8","-","-","2 out of 5 stars","-"
"725",14,"Messiah Swinson",GB,"TE165","11","-","-","2 out of 5 stars","-"
"726",14,"Kentrel Bullock",CIN,"RB171","6","-","-","2 out of 5 stars","-"
"727",14,"Jakobie Keeney-James",PIT,"WR255","9","-","-","3 out of 5 stars","-"
"728",14,"Dontae McMillan",BAL,"RB172","13","-","-","3 out of 5 stars","-"
"729",14,"Carter Runyon",LV,"TE166","13","-","-","3 out of 5 stars","-"
"730",14,"Keleki Latu",BUF,"TE167","7","-","-","3 out of 5 stars","-"
"731",14,"Jabari Small",DET,"RB173","6","-","-","5 out of 5 stars","-"
"732",14,"AJ Dillon",CAR,"RB174","5","-","-","1 out of 5 stars","-"
"733",14,"Treyton Welch",NO,"TE168","8","-","-","2 out of 5 stars","-"
"734",14,"Simi Fehoko",ARI,"WR256","14","-","-","2 out of 5 stars","-"
"735",14,"Elijah Mitchell",FA,"RB175","-","-","-","-","-"
"736",14,"Gunner Olszewski",NYG,"WR257","8","-","-","4 out of 5 stars","-"
"737",14,"Bryce Oliver",TEN,"WR258","9","-","-","3 out of 5 stars","-"
"738",14,"Evan Svoboda",LAC,"TE169","7","-","-","4 out of 5 stars","-"
"739",14,"Samori Toure",PHI,"WR259","10","-","-","4 out of 5 stars","-"
"740",14,"Chip Trayanum",NYJ,"RB176","13","-","-","3 out of 5 stars","-"
"741",14,"Cody Hardy",NO,"TE170","8","-","-","2 out of 5 stars","-"
"742",14,"Sterling Shepard",HOU,"WR260","8","-","-","3 out of 5 stars","-"
"743",14,"Patrick Gurd",LV,"TE171","13","-","-","3 out of 5 stars","-"
"744",14,"Dallen Bentley",DEN,"TE172","10","-","-","4 out of 5 stars","-"
"745",14,"CJ Donaldson",NO,"RB177","8","-","-","3 out of 5 stars","-"
"746",14,"Brittain Brown",CHI,"RB178","10","-","-","2 out of 5 stars","-"
"747",14,"Raheem Mostert",LV,"RB179","13","-","-","2 out of 5 stars","-"
"748",14,"Jason Brownlee",KC,"WR261","5","-","-","2 out of 5 stars","-"
"749",14,"Jamari Thrash",CLE,"WR262","11","-","-","3 out of 5 stars","-"
"750",14,"Alex Bachman",LAR,"WR263","11","-","-","1 out of 5 stars","-"
"751",14,"Johnny Pascuzzi",LAC,"TE173","7","-","-","4 out of 5 stars","-"
"752",14,"Jarrett Stidham",DEN,"QB65","10","-","-","3 out of 5 stars","-"
"753",14,"Ryan Miller",MIA,"WR264","6","-","-","3 out of 5 stars","-"
"754",14,"Cam Akers",FA,"RB180","-","-","-","-","-"
"755",14,"Xavier Gipson",NYG,"WR265","8","-","-","4 out of 5 stars","-"
"756",14,"Hayden Large",CHI,"TE174","10","-","-","2 out of 5 stars","-"
"757",14,"Jimmy Holiday",KC,"WR266","5","-","-","2 out of 5 stars","-"
"758",14,"Gary Brightwell",CIN,"RB181","6","-","-","2 out of 5 stars","-"
"759",14,"Will Howard",PIT,"QB66","9","-","-","2 out of 5 stars","-"
"760",14,"Austin Trammell",JAC,"WR267","7","-","-","4 out of 5 stars","-"
"761",14,"Trent Sherfield Sr.",BUF,"WR268","7","-","-","4 out of 5 stars","-"
"762",14,"Garrett Nussmeier",KC,"QB67","5","-","-","2 out of 5 stars","-"
"763",14,"Kenny Pickett",CAR,"QB68","5","-","-","2 out of 5 stars","-"
"764",14,"Dillon Gabriel",CLE,"QB69","11","-","-","4 out of 5 stars","-"
"765",14,"Sam Howell",DAL,"QB70","14","-","-","2 out of 5 stars","-"
"766",14,"Mitchell Trubisky",TEN,"QB71","9","-","-","3 out of 5 stars","-"
"767",14,"Tommy DeVito",NE,"QB72","11","-","-","2 out of 5 stars","-"
"768",14,"Raheem Blackshear",FA,"RB182","-","-","-","-","-"
"769",14,"Drew Lock",SEA,"QB73","11","-","-","4 out of 5 stars","-"
"770",14,"Mario Williams",FA,"WR269","-","-","-","-","-"
"771",14,"Tejhaun Palmer",NE,"WR270","11","-","-","2 out of 5 stars","-"
"772",14,"Carson Wentz",MIN,"QB74","6","-","-","5 out of 5 stars","-"
"773",15,"Juice Wells Jr.",ATL,"WR271","11","-","-","3 out of 5 stars","-"
"774",15,"Tim Jones",JAC,"WR272","7","-","-","4 out of 5 stars","-"
"775",15,"John Michael Gyllenborg",KC,"TE175","5","-","-","4 out of 5 stars","-"
"776",15,"Joshua Dobbs",DET,"QB75","6","-","-","5 out of 5 stars","-"
"777",15,"Salvon Ahmed",CHI,"RB183","10","-","-","2 out of 5 stars","-"
"778",15,"Davon Booth",CLE,"RB184","11","-","-","3 out of 5 stars","-"
"779",15,"Cody Schrader",DEN,"RB185","10","-","-","2 out of 5 stars","-"
"780",15,"Kyle Allen",BUF,"QB76","7","-","-","3 out of 5 stars","-"
"781",15,"Josiah Deguara",NYG,"TE176","8","-","-","3 out of 5 stars","-"
"782",15,"Aidan O'Connell",LV,"QB77","13","-","-","1 out of 5 stars","-"
"783",15,"Nick Mullens",JAC,"QB78","7","-","-","4 out of 5 stars","-"
"784",15,"Zamir White",NO,"RB186","8","-","-","3 out of 5 stars","-"
"785",15,"Josh Johnson",CIN,"QB79","6","-","-","3 out of 5 stars","-"
"786",15,"Brady Cook",NYJ,"QB80","13","-","-","4 out of 5 stars","-"
"787",15,"Anthony Hankerson",FA,"RB187","-","-","-","-","-"
"788",15,"Malik Turner",SF,"WR273","8","-","-","2 out of 5 stars","-"
"789",15,"Zach Wilson",NO,"QB81","8","-","-","3 out of 5 stars","-"
"790",15,"Haynes King",CAR,"QB82","5","-","-","2 out of 5 stars","-"
"791",15,"EJ Smith",KC,"RB188","5","-","-","3 out of 5 stars","-476"
"792",15,"Beaux Collins",ATL,"WR274","11","-","-","3 out of 5 stars","-"
"793",15,"Dalen Cambre",NYG,"WR275","8","-","-","4 out of 5 stars","-"
"794",15,"Jaden Nixon",GB,"RB189","11","-","-","4 out of 5 stars","-"
"795",15,"Andrew Beck",NYJ,"TE177","13","-","-","4 out of 5 stars","-"
"796",15,"Brandon Allen",NYG,"QB83","8","-","-","4 out of 5 stars","-"
"797",15,"Julius Chestnut",TEN,"RB190","9","-","-","3 out of 5 stars","-"
"798",15,"Brandin Cooks",FA,"WR276","-","-","-","-","-"
"799",15,"Carson Steele",PHI,"RB191","10","-","-","4 out of 5 stars","-"
"800",15,"Diontae Johnson",FA,"WR277","-","-","-","-","-"
"801",15,"Thomas Gordon",DET,"TE178","6","-","-","3 out of 5 stars","-"
"802",15,"Owen Wright",HOU,"RB192","8","-","-","4 out of 5 stars","-"
"803",15,"Pharaoh Brown",IND,"TE179","13","-","-","3 out of 5 stars","-"
"804",15,"Evan Hull",ARI,"RB193","14","-","-","2 out of 5 stars","-"
"805",15,"Jordan Waters",LAR,"RB194","11","-","-","5 out of 5 stars","-"
"806",15,"Patrick Taylor Jr.",SF,"RB195","8","-","-","2 out of 5 stars","-"
"807",15,"Carson Towt",IND,"TE180","13","-","-","3 out of 5 stars","-"
"808",15,"Chris Myarick",LV,"TE181","13","-","-","3 out of 5 stars","-"
"809",15,"Connor Heyward",LV,"TE182","13","-","-","3 out of 5 stars","-"
"810",15,"Jameson Geers",ARI,"TE183","14","-","-","2 out of 5 stars","-"
"811",15,"Dae'Quan Wright",FA,"TE184","-","-","-","-","-"
"812",15,"Layne Pryor",HOU,"TE185","8","-","-","4 out of 5 stars","-"
"813",15,"Jaren Kanak",TEN,"TE186","9","-","-","3 out of 5 stars","-"
"814",15,"Stephen Carlson",CHI,"TE187","10","-","-","2 out of 5 stars","-"
"815",15,"Sean McKeon",IND,"TE188","13","-","-","3 out of 5 stars","-"
"816",15,"Ja'Quinden Jackson",PHI,"RB196","10","-","-","4 out of 5 stars","-"
"817",15,"Ethan Conner",MIA,"TE189","6","-","-","5 out of 5 stars","-"
"818",15,"RJ Maryland",GB,"TE190","11","-","-","2 out of 5 stars","-"
"819",15,"Nikola Kalinic",CHI,"TE191","10","-","-","2 out of 5 stars","-"
"820",15,"Mark Redman",LAR,"TE192","11","-","-","4 out of 5 stars","-"
"821",15,"Dan Villari",LAR,"TE193","11","-","-","4 out of 5 stars","-"
"822",15,"Terion Stewart",KC,"RB197","5","-","-","3 out of 5 stars","-"
"823",15,"Jacardia Wright",SEA,"RB198","11","-","-","4 out of 5 stars","-"
"824",15,"Rohan Jones",LAR,"TE194","11","-","-","4 out of 5 stars","-"
"825",15,"Desmond Reid",FA,"RB199","-","-","-","-","-"
"826",15,"Gus Edwards",FA,"RB200","-","-","-","-","-507"
"827",15,"Israel Abanikanda",DAL,"RB201","14","-","-","4 out of 5 stars","-"
"828",15,"Josh Kattus",CIN,"TE195","6","-","-","3 out of 5 stars","-"
"829",15,"Amar Johnson",LAC,"RB202","7","-","-","3 out of 5 stars","-"
"830",15,"Zack Moss",FA,"RB203","-","-","-","-","-"
"831",15,"Jeff Caldwell",KC,"WR278","5","-","-","2 out of 5 stars","-"
"832",15,"Coleman Bennett",MIA,"RB204","6","-","-","3 out of 5 stars","-"
"833",15,"Dante Miller",FA,"RB205","-","-","-","-","-"
"834",15,"Trey Sermon",ATL,"RB206","11","-","-","2 out of 5 stars","-"
"835",15,"Kendall Milton",CIN,"RB207","6","-","-","2 out of 5 stars","-"
"836",15,"Jeff Wilson Jr.",FA,"RB208","-","-","-","-","-"
"837",15,"Royce Freeman",FA,"RB209","-","-","-","-","-"
"838",15,"Nick Vannett",SEA,"TE196","11","-","-","3 out of 5 stars","-"
"839",15,"Trayveon Williams",DET,"RB210","6","-","-","5 out of 5 stars","-"
"840",15,"Damon Bankston",NYG,"RB211","8","-","-","4 out of 5 stars","-"
"841",15,"D'Onta Foreman",FA,"RB212","-","-","-","-","-"
"842",15,"Carlos Washington Jr.",MIA,"RB213","6","-","-","3 out of 5 stars","-"
"843",15,"Dare Ogunbowale",LV,"RB214","13","-","-","2 out of 5 stars","-"
"844",15,"Chris Collier",LV,"RB215","13","-","-","2 out of 5 stars","-560"
"845",15,"Laquon Treadwell",IND,"WR279","13","-","-","4 out of 5 stars","-"
"846",15,"Gregory Desrosiers",LAC,"RB216","7","-","-","3 out of 5 stars","-"
"847",15,"Clyde Edwards-Helaire",FA,"RB217","-","-","-","-","-"
"848",15,"Myles Gaskin",FA,"RB218","-","-","-","-","-"
"849",15,"Sam Scott",FA,"RB219","-","-","-","-","-"
"850",15,"Darrynton Evans",FA,"RB220","-","-","-","-","-"
"851",15,"Tyrion Davis-Price",FA,"RB221","-","-","-","-","-"
"852",15,"Camden Brown",DAL,"WR280","14","-","-","2 out of 5 stars","-"
"853",15,"Jashaun Corbin",DAL,"RB222","14","-","-","4 out of 5 stars","-"
"854",15,"Gabe Davis",FA,"WR281","-","-","-","-","-"
"855",15,"D'Ernest Johnson",TEN,"RB223","9","-","-","3 out of 5 stars","-"
"856",15,"Dominic Richardson",NYJ,"RB224","13","-","-","3 out of 5 stars","-"
"857",15,"Eli Pancol",IND,"WR282","13","-","-","4 out of 5 stars","-"
"858",15,"Emmanuel Henderson Jr.",SEA,"WR283","11","-","-","3 out of 5 stars","-"
"859",15,"Isaiah Neyor",GB,"WR284","11","-","-","5 out of 5 stars","-"
"860",15,"Andrew Armstrong",KC,"WR285","5","-","-","2 out of 5 stars","-"
"861",15,"Raylen Sharpe",IND,"WR286","13","-","-","4 out of 5 stars","-"
"862",15,"Sederrick Cunningham",FA,"WR287","-","-","-","-","-"
"863",16,"Jacob De Jesus",KC,"WR288","5","-","-","2 out of 5 stars","-"
"864",16,"Sahmir Hagans",IND,"WR289","13","-","-","4 out of 5 stars","-"
"865",16,"Omari Kelly",CHI,"WR290","10","-","-","3 out of 5 stars","-"
"866",16,"Anthony Smith",DAL,"WR291","14","-","-","2 out of 5 stars","-533"
"867",16,"Brennan Presley",LAR,"WR292","11","-","-","1 out of 5 stars","-"
"868",16,"Kaden Prather",GB,"WR293","11","-","-","5 out of 5 stars","-"
"869",16,"Omari Evans",KC,"WR294","5","-","-","2 out of 5 stars","-"
"870",16,"Tru Edwards",LAR,"WR295","11","-","-","1 out of 5 stars","-"
"871",16,"JP Richardson",CHI,"WR296","10","-","-","3 out of 5 stars","-"
"872",16,"Xavier Loyd",KC,"WR297","5","-","-","2 out of 5 stars","-"
"873",16,"Lewis Bond",HOU,"WR298","8","-","-","3 out of 5 stars","-"
"874",16,"Devonte Ross",LAC,"WR299","7","-","-","2 out of 5 stars","-"
"875",16,"Nick Nash",WAS,"WR300","7","-","-","2 out of 5 stars","-"
"876",16,"Jordan Moore",CIN,"WR301","6","-","-","4 out of 5 stars","-"
"877",16,"Chris Hilton Jr.",GB,"WR302","11","-","-","5 out of 5 stars","-"
"878",16,"Brandon Smith",PIT,"WR303","9","-","-","3 out of 5 stars","-"
"879",16,"Sincere Brown",LAC,"WR304","7","-","-","2 out of 5 stars","-"
"880",16,"Jamaal Pritchett",NYJ,"WR305","13","-","-","4 out of 5 stars","-"
"881",16,"Jaden Bradley",WAS,"WR306","7","-","-","2 out of 5 stars","-"
"882",16,"Noah Thomas",CIN,"WR307","6","-","-","4 out of 5 stars","-"
"883",16,"Tyren Montgomery",TEN,"WR308","9","-","-","3 out of 5 stars","-"
"884",16,"Rashad Rochelle",SEA,"WR309","11","-","-","3 out of 5 stars","-"
"885",16,"Brandon Johnson",LV,"WR310","13","-","-","2 out of 5 stars","-"
"886",16,"Josh Kelly",HOU,"WR311","8","-","-","3 out of 5 stars","-"
"887",16,"E.J. Williams Jr.",LV,"WR312","13","-","-","2 out of 5 stars","-"
"888",16,"Donaven McCulley",MIA,"WR313","6","-","-","3 out of 5 stars","-"
"889",16,"Junior Bergen",NYJ,"WR314","13","-","-","4 out of 5 stars","-"
"890",16,"Caullin Lacy",NYJ,"WR315","13","-","-","4 out of 5 stars","-"
"891",16,"Dontae Fleming",MIN,"WR316","6","-","-","5 out of 5 stars","-"
"892",16,"Eric Rivers Jr.",TB,"WR317","10","-","-","4 out of 5 stars","-"
"893",16,"Malik McClain",NYJ,"WR318","13","-","-","4 out of 5 stars","-"
"894",16,"Hakeem Butler",FA,"WR319","-","-","-","-","-"
"895",16,"Dillon Bell",MIN,"WR320","6","-","-","5 out of 5 stars","-"
"896",16,"Dane Key",DEN,"WR321","10","-","-","2 out of 5 stars","-"
"897",16,"AJ Henning",MIA,"WR322","6","-","-","3 out of 5 stars","-"
"898",16,"Jordan Hudson",DAL,"WR323","14","-","-","2 out of 5 stars","-"
"899",16,"Quez Watkins",PHI,"WR324","10","-","-","4 out of 5 stars","-"
"900",16,"Danny Gray",PHI,"WR325","10","-","-","4 out of 5 stars","-"
"901",16,"Stephen Gosnell",BUF,"WR326","7","-","-","4 out of 5 stars","-"
"902",16,"Treyvhon Saunders",HOU,"WR327","8","-","-","3 out of 5 stars","-"
"903",16,"Trey Palmer",NO,"WR328","8","-","-","3 out of 5 stars","-"
"904",16,"Daniel Sobkowicz",HOU,"WR329","8","-","-","3 out of 5 stars","-"
"905",16,"Dennis Houston",FA,"WR330","-","-","-","-","-"
"906",16,"Wesley Grimes",SF,"WR331","8","-","-","2 out of 5 stars","-"
"907",16,"Kolbe Katsis",DEN,"WR332","10","-","-","2 out of 5 stars","-"
"908",16,"Nick DeGennaro",NE,"WR333","11","-","-","2 out of 5 stars","-"
"909",16,"Dean Patterson IV",TB,"WR334","10","-","-","4 out of 5 stars","-"
"910",16,"Cameron Dorner",NE,"WR335","11","-","-","2 out of 5 stars","-"
"911",16,"Cameron Ross",DEN,"WR336","10","-","-","2 out of 5 stars","-"
"912",16,"Kobe Prentice",NYG,"WR337","8","-","-","4 out of 5 stars","-"
"913",16,"Keelan Marion",ATL,"WR338","11","-","-","3 out of 5 stars","-"
"914",16,"Max Tomczak",BUF,"WR339","7","-","-","4 out of 5 stars","-"
"915",16,"Johnny Wilson",PHI,"WR340","10","-","-","4 out of 5 stars","-"
"916",16,"Hank Beatty",TEN,"WR341","9","-","-","3 out of 5 stars","-"
"917",16,"Kyle Dixon",NE,"WR342","11","-","-","2 out of 5 stars","-"
"918",16,"Ja'Mori Maclin",BUF,"WR343","7","-","-","4 out of 5 stars","-"
"919",16,"Jackson Meeks",DET,"WR344","6","-","-","4 out of 5 stars","-"
"920",16,"Lance McCutcheon",TEN,"WR345","9","-","-","3 out of 5 stars","-"
"921",16,"Courtney Jackson",TEN,"WR346","9","-","-","3 out of 5 stars","-"
"922",16,"Luke Floriea",CLE,"WR347","11","-","-","3 out of 5 stars","-"
"923",16,"Brock Rechsteiner",NO,"WR348","8","-","-","3 out of 5 stars","-"
"924",16,"Kole Wilson",CLE,"WR349","11","-","-","3 out of 5 stars","-"
"925",16,"Bryson Green",FA,"WR350","-","-","-","-","-"
"926",16,"Cornelius Johnson",BAL,"WR351","13","-","-","4 out of 5 stars","-"
"927",16,"Xavier Guillory",BAL,"WR352","13","-","-","4 out of 5 stars","-"
"928",16,"Cortez Braham Jr.",BAL,"WR353","13","-","-","4 out of 5 stars","-"
"929",16,"Harrison Wallace III",ARI,"WR354","14","-","-","2 out of 5 stars","-"
"930",16,"Octavian Smith Jr.",BAL,"WR355","13","-","-","4 out of 5 stars","-602"
"931",16,"Irv Charles",SEA,"WR356","11","-","-","3 out of 5 stars","-"
"932",16,"Phillip Dorsett II",LV,"WR357","13","-","-","2 out of 5 stars","-"
"933",16,"Trenton Irwin",SF,"WR358","8","-","-","2 out of 5 stars","-"
"934",16,"Ihmir Smith-Marsette",ARI,"WR359","14","-","-","2 out of 5 stars","-"
